,median,xgb,average,l,u,ll,uu,true,delta,p12,p23,m1,m2,m3,petit,petitf
0,0.1826384671593567,4.0,0.1826384671593567,0.1826384671593567,0.1826384671593567,0.1826384671593567,0.1826384671593567,0.1826384671593567,2.00057298025935,0.9628812744433161,0.9628812744433158,3.0035e-06,3.0035e-06,3.0035e-06,0.8960248795132284,1.0407868760453303
1,0.9865505796874237,4.0,0.9865505796874237,0.9865505796874237,0.9865505796874237,0.9865505796874237,0.9865505796874237,0.9865505796874237,2.17295282614121,0.9597477711863656,0.9597477711863656,3.0035e-06,3.0035e-06,3.0035e-06,1.114564987160687,1.2570876950678445
2,1.3529001825543054,4.0,1.3529001825543054,1.3529001825543054,1.3529001825543054,1.3529001825543054,1.3529001825543054,1.3529001825543054,2.356865475312105,0.9564157660513048,0.9564157660513052,3.0035e-06,3.0035e-06,3.0035e-06,1.33097373826844,1.470441550761838
3,0.835850980934702,4.0,0.835850980934702,0.835850980934702,0.835850980934702,0.835850980934702,0.835850980934702,0.835850980934702,2.526927346257879,0.9533448933500064,0.9533448933500063,3.0035e-06,3.0035e-06,3.0035e-06,1.5182925172361084,1.654216269014694
4,1.8611568461994559,4.0,1.8611568461994559,1.8611568461994559,1.8611568461994559,1.8611568461994559,1.8611568461994559,1.8611568461994559,2.699368942976095,0.950241010223086,0.950241010223086,3.0035e-06,3.0035e-06,3.0035e-06,1.697779880920904,1.8292865388386168
5,1.2038277662292898,4.0,1.2038277662292898,1.2038277662292898,1.2038277662292898,1.2038277662292898,1.2038277662292898,1.2038277662292898,2.8639179023686854,0.947288507961381,0.9472885079613809,3.0035e-06,3.0035e-06,3.0035e-06,1.8608391671967248,1.9872386138829417
6,1.7748152245552093,4.0,1.7748152245552093,1.7748152245552093,1.7748152245552093,1.7748152245552093,1.7748152245552093,1.7748152245552093,3.037896871512711,0.9441766600393509,0.9441766600393507,3.0035e-06,3.0035e-06,3.0035e-06,2.0260018521150576,2.1459103121045753
7,1.389464343191197,4.0,1.389464343191197,1.389464343191197,1.389464343191197,1.389464343191197,1.389464343191197,1.389464343191197,3.2164718722330425,0.94099310137345,0.94099310137345,3.0035e-06,3.0035e-06,3.0035e-06,2.189202944689006,2.301106819905179
8,1.8910593672940545,4.0,1.8910593672940545,1.8910593672940545,1.8910593672940545,1.8910593672940545,1.8910593672940545,1.8910593672940545,3.391154739723391,0.9378891762897209,0.9378891762897209,3.0035e-06,3.0035e-06,3.0035e-06,2.343926132591282,2.446483461524675
9,2.134299723936633,4.0,2.134299723936633,2.134299723936633,2.134299723936633,2.134299723936633,2.134299723936633,2.134299723936633,3.5755716723616526,0.9346232390322693,0.9346232390322691,3.0035e-06,3.0035e-06,3.0035e-06,2.5032829867495567,2.5940906074873262
10,2.2086266491110473,4.0,2.2086266491110473,2.2086266491110473,2.2086266491110473,2.2086266491110473,2.2086266491110473,2.2086266491110473,3.743180553352655,0.9316646831748902,0.9316646831748904,3.0035e-06,3.0035e-06,3.0035e-06,2.645634063902908,2.7238254964362683
11,2.2031378622209656,4.0,2.2031378622209656,2.2031378622209656,2.2031378622209656,2.2031378622209656,2.2031378622209656,2.2031378622209656,3.9357946160247197,0.9282761290860914,0.9282761290860913,3.0035e-06,3.0035e-06,3.0035e-06,2.8075767032104757,2.8686155416201435
12,2.120824504665246,4.0,2.120824504665246,2.120824504665246,2.120824504665246,2.120824504665246,2.120824504665246,2.120824504665246,4.101896170710374,0.9253637305850998,0.9253637305850997,3.0035e-06,3.0035e-06,3.0035e-06,2.946879461336043,2.9904729694529046
13,3.358092293410114,4.0,3.358092293410114,3.358092293410114,3.358092293410114,3.358092293410114,3.358092293410114,3.358092293410114,4.270046459722037,0.922424557044239,0.922424557044239,3.0035e-06,3.0035e-06,3.0035e-06,3.0886138866460295,3.111615669158391
14,3.0172710734956953,4.0,3.0172710734956953,3.0172710734956953,3.0172710734956953,3.0172710734956953,3.0172710734956953,3.0172710734956953,4.442258027279936,0.9194238977170676,0.9194238977170676,3.0035e-06,3.0035e-06,3.0035e-06,3.235635518292676,3.233964154435273
15,3.3293038681817064,4.0,3.3293038681817064,3.3293038681817064,3.3293038681817064,3.3293038681817064,3.3293038681817064,3.3293038681817064,4.636021674692216,0.9160591603919613,0.9160591603919617,3.0035e-06,3.0035e-06,3.0035e-06,3.404894005830452,3.37028504437348
16,3.0493195456016,4.0,3.0493195456016,3.0493195456016,3.0493195456016,3.0493195456016,3.0493195456016,3.0493195456016,4.820716681267925,0.9128631424549974,0.9128631424549971,3.0035e-06,3.0035e-06,3.0035e-06,3.571860537910094,3.499660147955847
17,2.8525129696493834,4.0,2.8525129696493834,2.8525129696493834,2.8525129696493834,2.8525129696493834,2.8525129696493834,2.8525129696493834,4.998983710894213,0.9097887183660593,0.9097887183660596,3.0035e-06,3.0035e-06,3.0035e-06,3.7402893559640846,3.624732154028117
18,4.408229827880859,5.5866265296936035,4.4206438064575195,4.698646907806396,4.1565308761596675,5.044821095466613,4.023787808418274,4.534613761296733,5.169885896787555,0.9068508281710115,0.9068508281710115,3.0035e-06,3.0035e-06,3.0035e-06,3.9107214799078487,3.745491257791592
19,3.800630747336669,4.0,3.800630747336669,3.800630747336669,3.800630747336669,3.800630747336669,3.800630747336669,3.800630747336669,5.357767479418891,0.9036317633282029,0.9036317633282027,3.0035e-06,3.0035e-06,3.0035e-06,4.11149638857344,3.880030146165712
20,4.276047706604004,4.0,4.997598648071289,5.98527265548706,4.07160192489624,8.821001243591304,4.010062170028687,4.078925793734018,5.531505938610143,0.9006649612030984,0.9006649612030985,3.0035e-06,3.0035e-06,3.0035e-06,4.313700156566039,4.006931075304512
21,4.490322113037109,5.487766742706299,4.538661003112793,4.877202739715576,4.148085327148437,5.422281336784361,4.045962142944336,4.535108489551827,5.69602952563617,0.8978642865266733,0.897864286526673,3.0035e-06,3.0035e-06,3.0035e-06,4.524725485496167,4.130119177516444
22,3.802864773795526,4.0,3.802864773795526,3.802864773795526,3.802864773795526,3.802864773795526,3.802864773795526,3.802864773795526,5.880836636912888,0.8947284629691771,0.8947284629691774,3.0035e-06,3.0035e-06,3.0035e-06,4.79272798930039,4.273072856171421
23,4.475738525390625,5.590620994567871,4.570263385772705,5.009347667694092,4.138510246276855,5.449526560306548,4.017256629467011,4.560490279703741,6.054249363625423,0.891795695839472,0.8917956958394724,3.0035e-06,3.0035e-06,3.0035e-06,5.086406869701419,4.412834199170921
24,4.7249603271484375,5.311463832855225,4.776549339294434,5.3103166198730465,4.261327381134033,5.773266065120696,4.076085996627808,5.417362978041618,6.234234631508314,0.8887616817550468,0.888761681755047,3.0035e-06,3.0035e-06,3.0035e-06,5.456792779427006,4.565193993099957
25,5.269819259643555,5.532107830047607,5.393551826477051,6.079994144439697,4.743627681732177,7.145441913604735,4.2704834818840025,5.782830709552749,6.422239681051557,0.8856032120119512,0.8856032120119512,3.0035e-06,3.0035e-06,3.0035e-06,5.963857570837336,4.734390736392299
26,4.826587677001953,5.563089847564697,4.911553859710693,5.446704559326172,4.365019874572754,6.1873203158378605,4.0781057476997375,5.1751050878927005,6.615215276511853,0.8823725967778141,0.882372596777814,3.0035e-06,3.0035e-06,3.0035e-06,6.7511608191791925,4.921727187655707
27,5.629025459289551,5.270104885101318,5.75656270980835,6.668731651306152,4.81970293045044,7.702644205093383,4.45702030658722,5.584641890927931,6.80327639596136,0.8792352801207399,0.8792352801207399,3.0035e-06,3.0035e-06,3.0035e-06,8.451139863040511,5.121575776751494
28,4.861849308013916,5.7057342529296875,5.054235935211182,5.774658203124999,4.375637836456299,6.5639050006866455,4.057664179801941,4.2124063105908895,6.9820689127200914,0.8762626361109815,0.8762626361109813,3.0035e-06,3.0035e-06,3.0035e-06,inf,5.33237335276531
29,5.314339637756348,5.7554779052734375,5.2960991859436035,5.99540937423706,4.509251384735108,6.686655402183532,4.1302813529968265,5.0463458744418315,7.156736361933313,0.8733679981095275,0.8733679981095275,3.0035e-06,3.0035e-06,3.0035e-06,inf,5.564476900137378
30,6.437834739685059,5.46406364440918,6.381130218505859,7.377799167633056,5.475010986328125,8.518721866607663,4.368557608127594,6.14636053144773,7.337287949271502,0.8703855955934349,0.8703855955934351,3.0035e-06,3.0035e-06,3.0035e-06,inf,5.841946755992105
31,6.0975847244262695,5.803291320800781,6.238893985748291,7.414026412963866,5.1253105163574215,8.153786587715148,4.404516971111297,4.9047763967223,7.525477675033032,0.8672875302704581,0.8672875302704584,3.0035e-06,3.0035e-06,3.0035e-06,inf,6.1907627461136885
32,6.58702278137207,5.694296360015869,6.645571231842041,7.602431449890137,5.534950828552246,9.18089392185211,4.846687018871307,6.679750855097583,7.700666563790967,0.8644130902236735,0.8644130902236736,3.0035e-06,3.0035e-06,3.0035e-06,inf,6.6024505722202065
33,7.0799126625061035,5.502477169036865,7.1210784912109375,8.235409240722657,6.0069692420959475,9.119726777076716,5.049201655387878,6.49238468728483,7.881067137110431,0.8614627732223302,0.8614627732223304,3.0035e-06,3.0035e-06,3.0035e-06,inf,7.186151172305782
34,5.089455604553223,5.665215969085693,5.0409064292907715,5.580774364471435,4.4094389533996585,6.463915467262268,4.075923478603363,5.002457587999472,8.06105859867964,0.8585288512382799,0.8585288512382798,3.0035e-06,3.0035e-06,3.0035e-06,inf,8.152935220429923
35,7.181751728057861,5.946571350097656,7.290947437286377,8.388008499145508,6.3109556007385255,9.726281929016112,5.07839527130127,6.849905339241386,8.253259103848901,0.8554065761991299,0.8554065761991299,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
36,7.451257705688477,5.43096399307251,7.507104873657227,8.533446502685546,6.6170148849487305,9.887034893035883,5.426476097106933,7.644521655100919,8.419025932496535,0.8527225196551605,0.8527225196551607,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
37,7.854482650756836,6.864605903625488,7.948127269744873,9.155972557067871,6.630401401519776,10.239194560050962,6.078936111927033,9.325935011672863,8.597599521662598,0.8498401890151788,0.8498401890151785,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
38,7.845620155334473,6.858356952667236,7.89456033706665,8.962131271362304,6.677159309387207,10.662699055671691,5.729872095584869,9.315011604147776,8.768151191629396,0.8470961080867057,0.8470961080867059,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
39,8.220025062561035,6.858356952667236,8.151612281799316,9.238896675109864,6.833721313476563,11.140694451332086,5.36416175365448,9.360245525779407,8.955910498483384,0.8440850348964625,0.8440850348964622,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
40,8.117786407470703,7.049215793609619,8.041330337524414,8.919908142089843,7.034777965545654,10.018798065185546,5.8631948828697205,8.827023325810279,9.129519000764958,0.8413100637885429,0.8413100637885428,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
41,8.5794677734375,5.580361843109131,8.386924743652344,9.391018142700196,7.199344577789307,10.1750364780426,6.061591851711273,7.900193747545116,9.321866919648375,0.8382458048322319,0.8382458048322319,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
42,8.181623458862305,5.727033615112305,8.208782196044922,9.36613109588623,7.213778285980225,10.518568110466003,5.892748069763184,6.335003836392068,9.497428256575052,0.835458332976061,0.835458332976061,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
43,8.308313369750977,5.730037212371826,8.138258934020996,9.422252311706544,6.800938949584961,10.027482342720031,5.93140949010849,8.42461568609788,9.666890878444896,0.832776135977294,0.832776135977294,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
44,8.543855667114258,5.41714334487915,8.543011665344238,9.619144248962403,7.624966259002686,10.750376534461973,5.838750100135803,8.67893679479723,9.84343741122905,0.8299906044872594,0.8299906044872593,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
45,9.089200019836426,7.110439300537109,8.900422096252441,9.701727447509766,7.919087886810303,10.980277848243713,6.37509902715683,10.006547208103676,10.156668182152481,0.8250704472373339,0.8250704472373339,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
46,9.027692794799805,6.682581424713135,8.925948143005371,9.840071754455566,7.98195987701416,10.639007711410521,6.805617928504944,10.006547208103676,10.809546456487539,0.8149047395697394,0.8149047395697394,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
47,9.21168327331543,6.8392438888549805,9.374692916870117,10.133576698303223,8.786246643066406,11.258743023872375,7.5220624804496765,10.006547208103676,11.49837229853997,0.8043089653128762,0.8043089653128762,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
48,9.526641845703125,6.895092964172363,9.6913423538208,10.579018173217774,9.089601974487305,11.694296813011167,8.088176918029784,10.006547208103676,12.26016048802625,0.7927435568362409,0.7927435568362409,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
49,9.506181716918945,6.912379741668701,9.639381408691406,10.421278800964355,9.006119575500488,11.610916256904602,8.103563737869262,10.006547208103676,12.996704296314638,0.7817115271984029,0.7817115271984029,3.0035e-06,3.0035e-06,3.0035e-06,inf,inf
